P1,P2,P3,X,Y
0.0,1.28,0.0,1.017044580455075,1.2143712775254767
0.0,0.0,1.5,-3.2495344186022592,2.4894266069784927
1.31,0.0,0.33,-1.5057727236535539,-0.9535168600972332
1.45,0.64,0.0,-0.6154185551508414,-2.104529699102918
0.0,1.32,1.22,-0.5735607887316757,2.1775219960705647
0.63,0.0,0.62,-1.223303796082542,0.6635757943023054
0.0,1.18,0.9,-0.21137153001248848,1.6919251274616014
0.2,1.31,0.0,0.9737365296456558,1.185356783856073
0.11,0.88,0.0,0.5290499748684636,0.9317415726417883
0.0,0.0,0.75,-1.018091042349726,1.6577512748429712
0.0,0.0,1.54,-3.5725787951121633,2.5256819172924603
0.0,0.7,1.65,-4.069922742577727,3.2838605226445376
0.0,1.36,1.13,-1.2525247279192393,3.0108346264968673
0.73,0.0,0.0,-0.8177793602680983,0.2678188459992101
1.73,0.77,0.0,-0.537996754264253,-3.378419109091708
0.0,1.76,0.86,1.7042738857922766,1.7399481060928124
1.67,0.0,1.11,-2.1563557326497325,-2.04999109028605
0.0,0.94,0.57,-0.25563356670354065,1.2759186150119153
0.0,1.3,0.86,0.16613931142474575,1.8445667550616716
0.0,0.72,0.0,-0.12154410015195038,0.682868568781038
0.0,0.38,1.3,-2.325836787936491,2.277864956466583
0.0,0.0,0.48,-1.077572634487019,1.1957164629215102
0.05,1.73,0.0,2.4510695125765647,1.1222923789258321
1.0,0.0,0.66,-0.9773966172852435,-0.0013350388604832022
0.0,0.09,0.09,-0.3784558389287112,0.7593053213417367
0.0,0.0,1.34,-2.819452470266799,2.4032175847750157
0.44,0.0,0.0,-0.9023966188164946,0.6816555286333132
1.33,0.0,1.11,-2.4902585460794215,-0.044643719111538305
1.14,0.0,0.95,-2.345488720822244,-0.3027451708948645
1.03,1.68,0.0,2.0336136561533302,-0.7239686201320438
