P4,P5,P6,X,Y
1.49,0.0,0.51,-0.03974521136223344,-0.8407632404674791
0.0,0.07,0.0,-0.27271282863845303,-0.7196852270589766
0.07,0.0,0.0,-0.2466455721833557,-0.7102380887630841
0.0,1.25,0.45,-0.17060393836902818,-0.8028367740792614
0.34,0.0,0.0,-0.24521480204355525,-0.6686173097198955
0.0,0.0,0.79,-0.22640010335338212,-0.8021555518422676
0.75,0.0,0.42,-0.091076273189585,-0.9172800702785529
1.55,0.0,0.44,0.04119172471397972,-1.0860110010086044
0.64,0.19,0.0,-0.1236219425292151,-0.9497934115988922
1.07,1.04,0.0,0.10564786042384114,-0.6242177611960632
0.0,1.31,0.7,-0.28308598947092367,-0.43142309724316796
0.0,0.79,0.0,-0.3118451485848352,-0.15679697151524677
0.0,0.0,0.01,-0.3709945301456503,-0.749448972480354
0.0,0.53,0.29,-0.3910105907967802,-0.3410162360495499
0.77,0.49,0.0,0.027325923108743624,-0.4831455728637181
0.37,0.28,0.0,-0.2753195872405355,-0.35151742036763056
0.47,0.0,1.34,-0.46791507888476785,-0.6425137725395759
0.39,0.0,0.77,-0.2531115890712401,-0.7116541255013931
0.0,0.38,0.0,-0.29064447879312794,-0.6295432227042047
0.0,1.36,1.69,-0.43135293679096304,-0.5225320234834497
0.52,0.71,0.0,-0.04004897357486907,-0.6411294810773444
0.0,0.68,0.0,-0.2943932951030829,-0.15407239684073207
0.46,1.1,0.0,-0.2201087392993267,0.04984503902627285
1.56,0.0,0.0,0.24172163394882779,-1.1454887036997323
0.0,0.0,0.58,-0.3213236830634189,-0.6235026643016348
1.75,0.0,0.0,0.20451152723588809,-1.2362443823773432
0.0,1.3,1.66,-0.26246918719524326,-0.8225966663407771
1.76,0.0,0.78,0.10521842333713963,-1.0627086513484325
0.0,1.58,1.0,-0.2786445900643702,-0.1489325737827092
1.3,0.0,0.31,-0.10126237744110325,-0.6396075542238127
1.61,0.0,0.93,-0.045090633702116655,-0.9244518480216688
1.18,0.0,0.15,-0.07219188110889259,-0.5104399475993181
1.75,1.53,0.0,0.2120728067448833,-0.48822538950433964
0.02,1.43,0.0,-0.27041988447261417,0.09845404777980966
0.47,0.92,0.0,-0.0021739565853887075,-0.10425608699873774
1.08,0.54,0.0,0.05274013608765766,-0.4259271072519002
1.15,0.0,0.24,0.04765817346215061,-0.5790479708468257
0.0,0.08,1.66,-0.19203024781625017,-0.7031020675936748
0.0,1.21,0.9,-0.15571717120770964,-0.45455224829148644
1.35,0.0,0.35,0.22366060877604077,-0.7772742798468044
0.07,0.0,0.65,-0.17165344505280766,-0.9507115602507441
0.0,0.0,0.01,-0.24215794980591943,-1.0366828196927096
1.43,0.09,0.0,0.2725198460192215,-0.904938962729714
0.0,0.0,1.74,-0.3426040272027194,-0.7708695904990808
0.0,0.59,0.16,-0.21488239432002273,-0.3607704915265132
0.14,0.0,1.31,-0.16825642066620344,-0.64211322249643
0.28,1.25,0.0,-0.04067682930381988,-0.1408279238493468
0.0,1.8,0.38,-0.31294882234654775,-0.09930158343217113
0.24,0.0,1.25,-0.26374557804350357,-0.61475588530751
0.37,0.0,0.97,-0.3926581895701983,-0.40988823784563627
0.17,0.12,0.0,-0.20711227464013565,-1.0535338638063312
0.88,0.0,1.64,-0.13931857589984173,-1.048213343804842
0.89,0.0,1.74,-0.07255257722180229,-0.9627604312792812
0.0,1.3,0.0,-0.18016564781654137,-0.21796677158044356
0.0,0.3,0.0,-0.32849668963972944,-0.6808911040516382
1.74,0.0,0.63,-0.024248825645088002,-0.8720673949157097
0.0,0.36,1.43,-0.45936187939858725,-0.5403140047013524
0.0,0.92,0.98,-0.3636153929124309,-0.31543060410464996
1.45,0.77,0.0,0.11900813752850485,-0.6310994889871343
0.31,0.11,0.0,-0.35400340050781953,-0.6284651344573028
1.22,0.0,0.06,0.08713168863962205,-0.5915674662162237
0.0,1.55,1.62,-0.3461797189776183,-0.680191878998212
0.0,1.55,1.62,-0.36324255589860577,-0.5611987157001842
